AverageHash,ColorHash,DateModified,DateTime,DateTimeOriginal,DateTimeDigitized,Format,ColorSpace,Orientation,FileSize,XSize,YSize,Make,Model,Software,HostComputer,ImageDescription,FileName,SourceDir
007f007f01ff427f433fe900eb00e320e1e0e3f8e7f8777873fe71ff39ff01ff,1fcfc2007000000000000,2021-08-28 17:54:24,2021:08:28 17:54:24,,,MPO,,6,3964928,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00755.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
01f301f101f920fd20ff305f361f3f0f3f8f37df03ff03ff01ff01ff01ff017f,3f87c200e08304000e000,2021-08-28 17:54:24,2021:08:28 17:54:25,,,MPO,,6,5439488,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00756.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
01ff00ff843f807fc07f8013cc01ce01d701d581dfc0ffe1c7f147ff07ff03ff,1fffc000f000000000000,2021-08-28 17:54:24,2021:08:28 17:54:25,,,MPO,,6,4096000,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00757.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffff3fff0fff01ff001f0003000100ff0fff1fff07ff05fc1ffc5ff003f00200,07cf9f003000003000000,2021-09-04 10:29:44,2021:09:04 10:29:45,,,MPO,,1,6750208,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00758.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fff0fff0ffe0ffc0ff80ff00ff80ffc0ff80ffc07fc0ffd0fdf0103000000000,07ef860000000c1000000,2021-09-04 10:30:04,2021:09:04 10:30:05,,,MPO,,1,6651904,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00759.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffcfff8fff0ffe0ffc0ff80ff00ffe0ffe07fc07fc0ffc03c10001800000000,07ff86000000081000000,2021-09-04 10:30:08,2021:09:04 10:30:08,,,MPO,,1,6389760,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00760.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffffffffffff8ffe0f0003000300010005000f00020001347bf878c1f073e07,07cfc6000000000003000,2021-09-04 10:30:14,2021:09:04 10:30:15,,,MPO,,1,4325376,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00761.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0c7c086c0f740ffc0538019805bc07f807f807f804700490043ffe7fff7fffe7,03afc2000001000000000,2021-09-04 10:30:14,2021:09:04 10:30:15,,,MPO,,1,4096000,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00762.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0ffd0ffd0fff0eff601f700770077a07280707ce07bf07ff07ff07ff0ffd07fe,1fffce001000000007000,2021-09-04 10:30:22,2021:09:04 10:30:22,,,MPO,,6,6062080,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00763.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fc00ff00ff00ff00ff007f906790788011c308ff10ff107f10ff107f007f18ff,3bff47002000000006000,2021-09-04 10:30:22,2021:09:04 10:30:22,,,MPO,,6,4259840,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00764.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
c7f8c7fcc7fcc7fc87fc87fc87fc87fc869884098600850c815c87f887fc87fc,0fe78f00d00000100c000,2021-09-04 10:30:46,2021:09:04 10:30:47,,,MPO,,6,8323072,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00765.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
87fc87fc87fc87fc87fc87fc861c86098700820c87fc87f887fe8ffe8ffe87ff,0be7cf00e00000000f000,2021-09-04 10:30:50,2021:09:04 10:30:50,,,MPO,,6,7536640,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00766.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffff1fff0fff03ff03fe1fe01ff00fc07f787f7f0f6000000000000000000000,03ef0018c000040000000,2021-09-04 10:30:56,2021:09:04 10:30:56,,,MPO,,1,5865472,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00767.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffff1fff07ff03fc1fe0fe781e6006400ee01ff03e403e401e00020000000000,03ff400c7000080001000,2021-09-04 10:31:08,2021:09:04 10:31:09,,,MPO,,1,5832704,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00768.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
1fff07ff01ff07fc7ff07ef01ef00eec0ffc7ff8ffe0be000000000000000000,03efc0046000000000000,2021-09-04 10:31:12,2021:09:04 10:31:12,,,MPO,,1,6127616,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00769.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0000003fffffffffff7f7f7f1e7f067f0a7f3e7f7e7f0a7f0e1e7f703e600e70,03efc308f000180003000,2021-09-04 10:31:30,2021:09:04 10:31:30,,,MPO,,1,7208960,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00770.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
1fff1fff07ff03fc067f067f027e002c0008000000000f4c07fe00bf3ffffffc,03efc00000001c0007000,2021-09-04 10:31:34,2021:09:04 10:31:34,,,MPO,,1,7340032,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00771.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
000f000203feffffffffffffffffffffffff7f3f7fbf2f3f1f1f1f1f1f3e3ffe,03ff40006000340006000,2021-09-04 10:31:40,2021:09:04 10:31:40,,,MPO,,1,4784128,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00772.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffffffffffffff3fff3ffe3ffe39ff31c013f810fe0fff93b8043c0dfe391e1,07efc0001000380007000,2021-09-04 10:31:40,2021:09:04 10:31:40,,,MPO,,1,4325376,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00773.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
00033ffefffefffefffc7fff7ffefffe79fe087f28fe08fe38fe19fc1dfc3dfc,03ffc0002000300006000,2021-09-04 10:31:42,2021:09:04 10:31:42,,,MPO,,1,5341184,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00774.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffffffffffffffffddffddffdd0780000000000000000000000000000000000,7bff9d002000080000000,2021-09-04 11:30:16,2021:09:04 11:30:17,,,MPO,,1,3932160,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00775.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffbfff3fffb8ffa007c000000004004c0049034b0f070f07fc87fb05fa04fc20,0feece00e040000003000,2021-09-04 11:30:32,2021:09:04 11:30:32,,,MPO,,1,7274496,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00776.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffffffe4ff803e000000000000000000000000000000000007f3ff80bf05fff,71e79c04c00000001e000,2021-09-04 11:30:46,2021:09:04 11:30:46,,,MPO,,1,6356992,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00777.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffff7fff07ff03ff01fe0030000000000000000000000000000000003e003fff,07e3ff001000000000000,2021-09-04 11:30:54,2021:09:04 11:30:54,,,MPO,,1,7372800,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00778.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0e070f040ffc07fc0f800210017000f803e00000006005c00f8027fd67ffbfff,07c3be043006000000000,2021-09-04 11:31:12,2021:09:04 11:31:13,,,MPO,,1,10027008,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00779.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
20ff00ff007f267f25ff2fff2fff2fff27ef37ef279f279f379f071f133f13fc,03ffc0000000000000000,2021-09-04 11:31:34,2021:09:04 11:31:35,,,MPO,,6,7405568,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00780.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
195f181f1807100718071c031f031fc31fc31fc31fc71fc71fc71fcf1fdf1fff,03efde001000000000000,2021-09-04 11:31:42,2021:09:04 11:31:43,,,MPO,,6,6848512,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00781.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
3fff0fff001c00000000000000006800efffe79fef9fff9fff3fc71f830ca0fc,07d79f00e0000c000d000,2021-09-04 11:32:14,2021:09:04 11:32:14,,,MPO,,1,6422528,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00782.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
00000000000000000000000000040004f860ff1efffffffdfff9fff8fff0ffe0,0be3fe001000000000000,2021-09-04 11:32:18,2021:09:04 11:32:19,,,MPO,,1,8126464,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00783.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ff8fff03ff03ff83fb8185e081b881b8e0d8f1c8f1d8f1f0f000e00080001030,1dff40007002000006000,2021-09-04 13:25:42,2021:09:04 13:25:42,,,MPO,,1,5046272,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00784.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fe03fe03ff01ff991be40da401bc41fcc1fcc1dce3dce3f8e010c00081200040,19ef80003002000002000,2021-09-04 13:25:42,2021:09:04 13:25:42,,,MPO,,1,4849664,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00785.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
fffffffffffffd3ff20ff10fe087f007f1a3f1a7e000e0007d00000c000c001c,0bef8000c002000001000,2021-09-04 13:25:50,2021:09:04 13:25:50,,,MPO,,1,4718592,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00786.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffffff3ffc0fe307c197e193e1b3e1b1f3b3e191d008c008ff0000fe00070007,0bef80006002000001000,2021-09-04 13:25:50,2021:09:04 13:25:50,,,MPO,,1,4980736,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00787.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffffffffff87ff83fec1f18be091c011f078f0f8fbd8fe00e800a0008004c80c,0bff8000e047000006000,2021-09-04 13:25:58,2021:09:04 13:25:59,,,MPO,,1,5505024,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00788.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
d839c9797bf83bfc18cc08fccbfc5ffc3ffc7ff8fdf8fdf8fe30d020c0688408,0bafc0007007000001000,2021-09-04 13:25:58,2021:09:04 13:25:59,,,MPO,,1,4423680,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00789.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffffffffffcfe183ef83f89be0c9c099e4f8e4c9f3c8ffc8de00c00440948000,07ff0000e046000003000,2021-09-04 13:26:06,2021:09:04 13:26:06,,,MPO,,1,5144576,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00790.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
f1fff0fff07ff03ff03fe03fe01fe003c001c000c100e200f180f800fc00fc00,1fa7800be000000000000,2021-09-04 13:30:40,2021:09:04 13:30:40,,,MPO,,1,3637248,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00791.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffc7ff83ff03fb03f123f103f13bf9a1e0e0c0f0e095f044f000f000e0000000,1bb70005f00000000c000,2021-09-04 13:30:50,2021:09:04 13:30:50,,,MPO,,1,4947968,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00792.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ff03fe03f603e663c623f67dc379e37933e801e801b68187c886c000c000c000,1df7c005e000000007000,2021-09-04 13:30:50,2021:09:04 13:30:50,,,MPO,,1,5210112,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00793.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffffffe3f9c3f981f001f035fc29f638e03cc01ce21ef008f808f000f0000000,1bf7c00df000000006000,2021-09-04 13:31:00,2021:09:04 13:31:00,,,MPO,,1,5734400,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00794.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
183fc87ff077f17f003f081fcc3f5cbf7cbf7cbffc33fc177c0b480708023800,19ffc00cf001000000000,2021-09-04 13:31:00,2021:09:04 13:31:00,,,MPO,,1,5275648,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00795.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
ffc0ffe0ffe0ff80ffc0ffc0ffe0fe00fe00fe01ff60ffe0ff00ffe060000000,03c18c07d000000000000,2021-09-04 13:31:32,2021:09:04 13:31:32,,,MPO,,1,3473408,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00796.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
07c000c100051b98ff88cfffbffdffe06ff9cfff7ffc038d0001000200040001,0befc0002000180000000,2021-09-05 10:30:12,2021:09:05 10:30:12,,,MPO,,6,5308416,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00797.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
07c0004100051b9a7f980ffd7ffe7ffc0ffc4fff7fd801800001000200000000,0befc0002000180000000,2021-09-05 10:30:16,2021:09:05 10:30:16,,,MPO,,6,5275648,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00798.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
070001c203037f11cfb1dffbfffbfff1d7faffff7901000a0006000500090002,1bef800030001c0000000,2021-09-05 10:30:28,2021:09:05 10:30:28,,,MPO,,6,5537792,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00799.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
003c007c01f800700077037f07ff07ff07ff07ff0073007f007f01bf030f0006,03df00001001080001000,2021-09-05 10:30:28,2021:09:05 10:30:28,,,MPO,,6,3670016,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00800.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
070001c20003011dff9de7feffffffe1fff9effffffc41010003000200040001,0bff800020001c0000000,2021-09-05 10:30:38,2021:09:05 10:30:38,,,MPO,,6,5505024,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00801.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
000107ff007f007f006f00e70fff0dff07ff04ff00ff00e703ff07ff000f0003,03ffc0002001080003000,2021-09-05 10:30:38,2021:09:05 10:30:38,,,MPO,,6,3637248,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00802.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
00f0002000003f8643804bfe6fff5fff43fe7ffd3db000000000000000000000,3fefc00060001c0000000,2021-09-05 10:30:50,2021:09:05 10:30:50,,,MPO,,6,6619136,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00803.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
1e403f4047604760472e4ffe1ff83fe03fc00ff00ffe179e0800020000000000,0befc00000063c0000000,2021-09-05 11:19:42,2021:09:05 11:19:42,,,MPO,,6,5636096,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00804.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0038003c003c013c01bf09b909c109810d810d811dc11be117f117f12ff12fff,0bffc00000020c0001000,2021-09-05 11:19:42,2021:09:05 11:19:42,,,MPO,,1,3473408,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00805.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
3ec01ec0067e87fc87f08fe04fc01fc03fc00ff80ffc1b3e0c00020000000000,0bff8000000d3c0000001,2021-09-05 11:19:48,2021:09:05 11:19:49,,,MPO,,6,5668864,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00806.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
007c007f003c0900098009800bc00b801d801d801de01df11bf31bff17ff17df,0bffc000000c080001000,2021-09-05 11:19:48,2021:09:05 11:19:49,,,MPO,,1,3440640,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00807.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
7e807ec0dec09ffebffcbfc03fc07ff00ff806203a003e001e000e0002000000,0fffc0000006780001000,2021-09-05 11:20:04,2021:09:05 11:20:05,,,MPO,,6,4784128,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00808.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
7f80fec08ec08ec18e5f9ffd9ff83ff83ff00f80fe007e003e00160002000000,07cf8000000c700000001,2021-09-05 11:20:14,2021:09:05 11:20:15,,,MPO,,6,6225920,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00809.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
007e043f043f043005800c800cc00c801e811ee11cf11df11df11bff1fff37ff,0bff80000006000000000,2021-09-05 11:20:14,2021:09:05 11:20:15,,,MPO,,1,3375104,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00810.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
f8e070e0f0e0f0e0f1e0e5c0cfc01fe01ff10ffb033f001e0006000200000000,1fc7c2000007780000001,2021-09-05 11:20:24,2021:09:05 11:20:25,,,MPO,,6,6127616,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00811.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
80078067006704007d007e017e007c0020030f000f800f030f000c20001f001f,7ce08e1df00000e000000,2021-09-06 08:16:18,2021:09:06 08:16:18,,,MPO,,6,7208960,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00812.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
000806007e80fe80ff00ff007e007000000007c00fc00fc00fc0070806080003,7ce0cc1bb00000d000000,2021-09-06 08:16:18,2021:09:06 08:16:18,,,MPO,,6,6586368,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00813.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
800700670027fc00ff00fc01fc00700000030f001f011f030f000c47001f001f,78f0ce1fe000007000000,2021-09-06 08:16:20,2021:09:06 08:16:20,,,MPO,,6,6455296,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00814.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
80000000000010003f907f807fc07fc07fc07f807e803c0c188c200000010001,70f18f0fe000006000000,2021-09-06 08:16:20,2021:09:06 08:16:20,,,MPO,,6,4521984,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00815.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
c00f801f801f007f1c1f380700030c0f0c05007b003f003f003f003f003f003f,75c09c39e00000e000000,2021-09-06 08:16:30,2021:09:06 08:16:30,,,MPO,,6,8552448,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00816.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
6006420637007f007e007e007c0000000e408f830f830f820e23003320070102,78e0ce1fe000007000000,2021-09-06 08:16:30,2021:09:06 08:16:30,,,MPO,,6,5865472,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00817.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
801f800b0007001f003f001f1c0f082708170c230c3f087f047f007f007f007f,75d0cf35e00000f000000,2021-09-06 08:16:34,2021:09:06 08:16:35,,,MPO,,6,8323072,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00818.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
0001000101003f003e003e003e03080300861e861f031e079e071c0718030203,74e08c0fd000006000000,2021-09-06 08:16:34,2021:09:06 08:16:35,,,MPO,,6,5865472,6000,3376,SONY,ILCE-6000,ILCE-6000 v3.21,,,DSC00819.JPG,D:/Dropbox/Pictures/Sony ILCE-6000/20210918 2223
